# task3_csv_schema=1
mode,frame_id,target_q15,truth_class,predicted_class,confidence_q15,inference_us,transport_retries,rtos_status,pwm,actuator_q15,rtos_processing_us,round_trip_us,error_code,duplicate,recovered
FIXED,0,0,2,2,21649,929,0,0,0,0,161,2447,0,0,0
FIXED,1,1461,2,2,16624,405,0,0,0,0,436,2948,0,0,0
FIXED,2,2900,2,2,32767,408,0,0,0,0,447,2592,0,0,0
AI,0,0,2,2,21649,416,0,0,0,0,110,2797,0,0,0
AI,1,1461,2,2,16624,404,0,0,0,0,87,2466,0,0,0
AI,2,2900,2,2,32767,417,0,0,0,0,87,2628,0,0,0
