# task3_csv_schema=1
mode,frame_id,target_q15,truth_class,predicted_class,confidence_q15,inference_us,transport_retries,rtos_status,pwm,actuator_q15,rtos_processing_us,round_trip_us,error_code,duplicate,recovered
FIXED,0,0,2,2,21649,1938,0,0,0,0,65,5357,0,0,0
FIXED,1,1461,2,2,16624,1571,0,0,0,0,27,4140,0,0,0
FIXED,2,2900,2,2,32767,1571,0,0,0,0,83,4386,0,0,0
AI,0,0,2,2,21649,1647,0,0,0,0,27,7054,0,0,0
AI,1,1461,2,2,16624,1618,0,0,0,0,27,3923,0,0,0
AI,2,2900,2,2,32767,1831,0,0,0,0,27,4527,0,0,0
