# task3_csv_schema=1
mode,frame_id,target_q15,truth_class,predicted_class,confidence_q15,inference_us,transport_retries,rtos_status,pwm,actuator_q15,rtos_processing_us,round_trip_us,error_code,duplicate,recovered
FIXED,0,0,2,2,21649,2132,0,0,0,0,142,2325,0,0,0
FIXED,1,1461,2,2,16624,408,0,0,0,0,93,2205,0,0,0
FIXED,2,2900,2,2,32767,410,0,0,0,0,77,2714,0,0,0
AI,0,0,2,2,21649,1432,0,0,0,0,308,2340,0,0,0
AI,1,1461,2,2,16624,1117,0,0,0,0,78,2562,0,0,0
AI,2,2900,2,2,32767,404,0,0,0,0,75,2485,0,0,0
