# task3_csv_schema=1
mode,frame_id,target_q15,truth_class,predicted_class,confidence_q15,inference_us,transport_retries,rtos_status,pwm,actuator_q15,rtos_processing_us,round_trip_us,error_code,duplicate,recovered
FIXED,0,0,2,2,21649,971,0,0,0,0,288,1011,0,0,0
FIXED,1,1461,2,2,16624,609,0,0,0,0,99,991,0,0,0
FIXED,2,2900,2,2,32767,410,0,0,0,0,69,769,0,0,0
AI,0,0,2,2,21649,399,0,0,0,0,22,284,0,0,0
AI,1,1461,2,2,16624,629,0,0,0,0,68,1018,0,0,0
AI,2,2900,2,2,32767,629,0,0,0,0,67,804,0,0,0
