# task3_csv_schema=1
mode,frame_id,target_q15,truth_class,predicted_class,confidence_q15,inference_us,transport_retries,rtos_status,pwm,actuator_q15,rtos_processing_us,round_trip_us,error_code,duplicate,recovered
FIXED,357,-5563,2,2,3898,800,0,0,0,0,10,905,0,0,0
FIXED,358,-5140,2,2,6061,808,0,0,0,0,10,916,0,0,0
FIXED,359,-4610,2,2,29222,816,0,0,0,0,10,803,0,0,0
FIXED,360,-3968,2,2,28418,809,0,0,0,0,9,848,0,0,0
FIXED,361,-3211,2,2,32767,801,0,0,0,0,9,731,0,0,0
FIXED,362,-2342,2,2,10995,843,0,0,0,0,55,1115,0,0,0
FIXED,363,-1365,2,2,32767,635,0,0,0,0,12,1218,0,0,0
FIXED,364,-287,2,2,16169,630,0,0,0,0,83,1035,0,0,0
FIXED,365,880,2,2,18496,635,0,0,0,0,82,911,0,0,0
FIXED,366,2122,2,2,9268,849,0,0,0,0,10,854,0,0,0
FIXED,367,3425,2,2,13973,769,0,0,0,0,11,976,0,0,0
FIXED,368,4768,2,2,18101,522,0,0,0,0,11,1067,0,0,0
FIXED,369,6134,3,2,3074,527,0,0,0,0,11,1009,0,0,0
FIXED,370,7500,3,3,10010,615,0,0,0,0,9,1041,0,0,0
FIXED,371,8846,3,3,16140,634,0,0,0,0,11,957,0,0,0
FIXED,372,10149,3,3,16208,635,0,0,0,0,11,1069,0,0,0
FIXED,373,11391,3,3,18302,621,0,0,0,0,4,618,0,0,0
FIXED,374,12550,3,3,31041,526,0,0,0,0,10,1105,0,0,0
FIXED,375,13609,3,3,32767,631,0,0,0,0,10,999,0,0,0
FIXED,376,14553,3,3,32767,830,0,0,0,0,5,660,0,0,0
FIXED,377,15369,3,3,32767,524,0,0,0,0,9,710,0,0,0
FIXED,378,16045,3,3,32767,799,0,0,0,0,9,649,0,0,0
FIXED,379,16576,3,3,32767,857,0,0,0,0,73,557,0,0,0
FIXED,380,16958,3,3,28990,818,0,0,0,0,5,545,0,0,0
FIXED,381,17190,3,3,32767,646,0,0,0,0,5,768,0,0,0
FIXED,382,17275,3,3,32767,646,0,0,0,0,5,673,0,0,0
FIXED,383,17220,3,3,32767,947,0,0,0,0,9,1025,0,0,0
FIXED,384,17034,3,3,32767,581,0,0,0,0,87,1286,0,0,0
FIXED,385,16729,3,3,32767,778,0,0,0,0,10,883,0,0,0
FIXED,386,16320,3,3,32767,835,0,0,0,0,73,647,0,0,0
FIXED,387,15823,3,3,32767,782,0,0,0,0,81,1021,0,0,0
FIXED,388,15257,3,3,32767,785,0,0,0,0,71,618,0,0,0
FIXED,389,14640,3,3,32767,757,0,0,0,0,64,1019,0,0,0
FIXED,390,13992,3,3,32767,620,0,0,0,0,74,649,0,0,0
FIXED,391,13332,3,3,32767,791,0,0,0,0,68,588,0,0,0
FIXED,392,12678,3,3,26486,752,0,0,0,0,80,899,0,0,0
FIXED,393,12048,3,3,32767,753,0,0,0,0,11,887,0,0,0
FIXED,394,11456,3,3,31947,635,0,0,0,0,88,1159,0,0,0
FIXED,395,10917,3,3,32767,765,0,0,0,0,47,800,0,0,0
FIXED,396,10441,3,3,15684,786,0,0,0,0,43,456,0,0,0
FIXED,397,10036,3,3,18727,769,0,0,0,0,101,897,0,0,0
FIXED,398,9707,3,3,15749,756,0,0,0,0,9,832,0,0,0
FIXED,399,9455,3,3,22864,756,0,0,0,0,45,843,0,0,0
FIXED,400,9279,3,3,32767,629,0,0,0,0,81,976,0,0,0
FIXED,401,9174,3,3,15287,779,0,0,0,0,8,846,0,0,0
FIXED,402,9133,3,3,13587,525,0,0,0,0,9,846,0,0,0
FIXED,403,9144,3,3,21791,799,0,0,0,0,42,739,0,0,0
FIXED,404,9196,3,3,32767,527,0,0,0,0,85,1013,0,0,0
FIXED,405,9274,3,3,27705,524,0,0,0,0,11,792,0,0,0
FIXED,406,9361,3,3,23485,801,0,0,0,0,12,797,0,0,0
FIXED,407,9440,3,3,14844,631,0,0,0,0,11,1119,0,0,0
FIXED,408,9493,3,3,17771,621,0,0,0,0,81,1112,0,0,0
FIXED,409,9502,3,3,14294,1020,0,0,0,0,10,1130,0,0,0
FIXED,410,9451,3,3,32767,630,0,0,0,0,11,933,0,0,0
FIXED,411,9323,3,3,18026,969,0,0,0,0,9,1073,0,0,0
FIXED,412,9104,3,3,12947,971,0,0,0,0,11,1298,0,0,0
FIXED,413,8782,3,3,14345,625,0,0,0,0,9,1131,0,0,0
FIXED,414,8347,3,3,22195,625,0,0,0,0,11,1046,0,0,0
FIXED,415,7793,3,3,8710,752,0,0,0,0,9,592,0,0,0
FIXED,416,7115,3,3,10412,616,0,0,0,0,9,1088,0,0,0
FIXED,417,6314,3,3,1954,623,0,0,0,0,6,726,0,0,0
FIXED,418,5393,2,2,8162,627,0,0,0,0,84,996,0,0,0
FIXED,419,4357,2,2,9408,626,0,0,0,0,148,671,0,0,0
FIXED,420,3216,2,2,12191,622,0,0,0,0,47,874,0,0,0
FIXED,421,1983,2,2,20838,625,0,0,0,0,96,719,0,0,0
FIXED,422,672,2,2,32767,627,0,0,0,0,76,677,0,0,0
FIXED,423,-699,2,2,16030,631,0,0,0,0,6,628,0,0,0
FIXED,424,-2111,2,2,32767,812,0,0,0,0,43,440,0,0,0
FIXED,425,-3543,2,2,11507,622,0,0,0,0,5,758,0,0,0
FIXED,426,-4974,2,2,6227,805,0,0,0,0,9,760,0,0,0
FIXED,427,-6383,1,1,4592,525,0,0,0,0,67,579,0,0,0
FIXED,428,-7749,1,1,28040,642,0,0,0,0,73,682,0,0,0
FIXED,429,-9050,1,1,13585,725,0,0,0,0,84,901,0,0,0
FIXED,430,-10268,1,1,32767,626,0,0,0,0,98,1089,0,0,0
FIXED,431,-11386,1,1,32767,523,0,0,0,0,11,1054,0,0,0
FIXED,432,-12388,1,1,25462,725,0,0,0,0,69,965,0,0,0
FIXED,433,-13264,1,1,32767,729,0,0,0,0,9,850,0,0,0
FIXED,434,-14005,1,1,32767,523,0,0,0,0,66,608,0,0,0
FIXED,435,-14603,1,1,32328,722,0,0,0,0,8,987,0,0,0
FIXED,436,-15057,1,1,31045,742,0,0,0,0,7,774,0,0,0
FIXED,437,-15369,1,1,32767,723,0,0,0,0,80,885,0,0,0
FIXED,438,-15541,1,1,23920,718,0,0,0,0,53,540,0,0,0
FIXED,439,-15583,1,1,28505,720,0,0,0,0,9,794,0,0,0
FIXED,440,-15503,1,1,32767,719,0,0,0,0,9,751,0,0,0
FIXED,441,-15316,1,1,32767,726,0,0,0,0,10,868,0,0,0
FIXED,442,-15036,1,1,32767,726,0,0,0,0,11,877,0,0,0
FIXED,443,-14680,1,1,32767,717,0,0,0,0,63,652,0,0,0
FIXED,444,-14266,1,1,31689,524,0,0,0,0,83,984,0,0,0
FIXED,445,-13813,1,1,32767,713,0,0,0,0,47,832,0,0,0
FIXED,446,-13340,1,1,32767,724,0,0,0,0,9,748,0,0,0
FIXED,447,-12865,1,1,32767,716,0,0,0,0,8,831,0,0,0
FIXED,448,-12405,1,1,32767,713,0,0,0,0,49,879,0,0,0
FIXED,449,-11977,1,1,25494,525,0,0,0,0,47,959,0,0,0
FIXED,450,-11594,1,1,32767,633,0,0,0,0,46,830,0,0,0
FIXED,451,-11268,1,1,32767,525,0,0,0,0,9,633,0,0,0
FIXED,452,-11008,1,1,23416,728,0,0,0,0,10,913,0,0,0
FIXED,453,-10819,1,1,32767,603,0,0,0,0,10,761,0,0,0
FIXED,454,-10705,1,1,28743,610,0,0,0,0,84,1053,0,0,0
FIXED,455,-10664,1,1,29379,609,0,0,0,0,83,950,0,0,0
FIXED,456,-10694,1,1,23194,527,0,0,0,0,49,936,0,0,0
FIXED,457,-10788,1,1,32767,608,0,0,0,0,79,890,0,0,0
FIXED,458,-10935,1,1,32767,588,0,0,0,0,85,1004,0,0,0
FIXED,459,-11125,1,1,22343,612,0,0,0,0,85,1008,0,0,0
FIXED,460,-11343,1,1,32767,584,0,0,0,0,46,836,0,0,0
FIXED,461,-11572,1,1,21308,608,0,0,0,0,78,966,0,0,0
FIXED,462,-11796,1,1,26989,529,0,0,0,0,107,1071,0,0,0
FIXED,463,-11996,1,1,21458,610,0,0,0,0,78,670,0,0,0
FIXED,464,-12155,1,1,32767,604,0,0,0,0,3,758,0,0,0
FIXED,465,-12254,1,1,20542,607,0,0,0,0,78,613,0,0,0
FIXED,466,-12277,1,1,32767,607,0,0,0,0,78,774,0,0,0
FIXED,467,-12208,1,1,32767,679,0,0,0,0,47,962,0,0,0
FIXED,468,-12033,1,1,32767,749,0,0,0,0,2,534,0,0,0
FIXED,469,-11741,1,1,32767,974,0,0,0,0,9,1251,0,0,0
FIXED,470,-11325,1,1,32767,603,0,0,0,0,4,565,0,0,0
FIXED,471,-10777,1,1,32767,682,0,0,0,0,2,466,0,0,0
FIXED,472,-10097,1,1,21179,606,0,0,0,0,5,582,0,0,0
FIXED,473,-9286,1,1,28423,994,0,0,0,0,10,1291,0,0,0
FIXED,474,-8347,1,1,6267,698,0,0,0,0,2,767,0,0,0
FIXED,475,-7288,1,1,18152,711,0,0,0,0,9,865,0,0,0
FIXED,476,-6121,1,1,15050,602,0,0,0,0,11,980,0,0,0
FIXED,477,-4859,2,2,5099,697,0,0,0,0,9,841,0,0,0
FIXED,478,-3519,2,2,24055,691,0,0,0,0,3,645,0,0,0
FIXED,479,-2118,2,2,25574,677,0,0,0,0,48,850,0,0,0
FIXED,480,-676,2,2,32767,605,0,0,0,0,81,1011,0,0,0
FIXED,481,785,2,2,16340,728,0,0,0,0,9,742,0,0,0
FIXED,482,2244,2,2,16035,690,0,0,0,0,10,868,0,0,0
FIXED,483,3679,2,2,9686,671,0,0,0,0,9,870,0,0,0
FIXED,484,5069,2,2,11097,693,0,0,0,0,8,503,0,0,0
FIXED,485,6395,3,3,2118,664,0,0,0,0,8,880,0,0,0
FIXED,486,7638,3,3,18301,686,0,0,0,0,54,788,0,0,0
FIXED,487,8782,3,3,29148,677,0,0,0,0,42,493,0,0,0
FIXED,488,9813,3,3,22809,523,0,0,0,0,10,847,0,0,0
FIXED,489,10720,3,3,32767,660,0,0,0,0,9,780,0,0,0
FIXED,490,11496,3,3,32767,709,0,0,0,0,9,811,0,0,0
FIXED,491,12137,3,3,32767,675,0,0,0,0,9,836,0,0,0
FIXED,492,12641,3,3,32767,524,0,0,0,0,11,870,0,0,0
FIXED,493,13012,3,3,32767,524,0,0,0,0,8,766,0,0,0
FIXED,494,13253,3,3,32767,651,0,0,0,0,8,960,0,0,0
FIXED,495,13374,3,3,32767,651,0,0,0,0,10,964,0,0,0
FIXED,496,13387,3,3,32767,519,0,0,0,0,91,710,0,0,0
FIXED,497,13305,3,3,32767,602,0,0,0,0,77,614,0,0,0
FIXED,498,13143,3,3,32767,522,0,0,0,0,9,930,0,0,0
FIXED,499,12919,3,3,32767,511,0,0,0,0,3,472,0,0,0
FIXED,500,12651,3,3,32767,569,0,0,0,0,11,1086,0,0,0
FIXED,501,12357,3,3,32767,895,0,0,0,0,59,1187,0,0,0
FIXED,502,12056,3,3,32767,600,0,0,0,0,46,959,0,0,0
FIXED,503,11764,3,3,20537,593,0,0,0,0,48,982,0,0,0
FIXED,504,11498,3,3,32767,562,0,0,0,0,11,1509,0,0,0
FIXED,505,11273,3,3,32767,594,0,0,0,0,48,488,0,0,0
FIXED,506,11101,3,3,28633,591,0,0,0,0,124,700,0,0,0
FIXED,507,10991,3,3,32767,590,0,0,0,0,38,513,0,0,0
FIXED,508,10950,3,3,19719,594,0,0,0,0,49,877,0,0,0
FIXED,509,10983,3,3,32767,718,0,0,0,0,4,557,0,0,0
FIXED,510,11090,3,3,30090,520,0,0,0,0,11,916,0,0,0
FIXED,511,11268,3,3,21454,662,0,0,0,0,2,682,0,0,0
FIXED,512,11512,3,3,21698,511,0,0,0,0,42,413,0,0,0
FIXED,513,11813,3,3,32767,514,0,0,0,0,42,386,0,0,0
FIXED,514,12159,3,3,32767,510,0,0,0,0,1,373,0,0,0
FIXED,515,12538,3,3,32767,588,0,0,0,0,1,362,0,0,0
FIXED,516,12933,3,3,32767,524,0,0,0,0,8,899,0,0,0
FIXED,517,13328,3,3,13815,586,0,0,0,0,4,568,0,0,0
FIXED,518,13703,3,3,26699,512,0,0,0,0,68,685,0,0,0
FIXED,519,14041,3,3,32767,655,0,0,0,0,36,355,0,0,0
FIXED,520,14323,3,3,32767,651,0,0,0,0,9,915,0,0,0
FIXED,521,14531,3,3,32767,645,0,0,0,0,4,578,0,0,0
FIXED,522,14648,3,3,27239,578,0,0,0,0,56,999,0,0,0
FIXED,523,14660,3,3,32767,638,0,0,0,0,9,922,0,0,0
FIXED,524,14553,3,3,32767,522,0,0,0,0,3,414,0,0,0
FIXED,525,14318,3,3,32767,598,0,0,0,0,47,901,0,0,0
FIXED,526,13947,3,3,32767,671,0,0,0,0,46,803,0,0,0
FIXED,527,13436,3,3,32767,669,0,0,0,0,47,761,0,0,0
FIXED,528,12784,3,3,32767,639,0,0,0,0,54,505,0,0,0
FIXED,529,11994,3,3,32767,661,0,0,0,0,40,517,0,0,0
FIXED,530,11072,3,3,32767,615,0,0,0,0,47,776,0,0,0
FIXED,531,10026,3,3,32767,581,0,0,0,0,67,540,0,0,0
FIXED,532,8869,3,3,13674,622,0,0,0,0,48,799,0,0,0
FIXED,533,7615,3,3,5310,523,0,0,0,0,8,695,0,0,0
FIXED,534,6283,3,3,1201,1038,0,0,0,0,11,1055,0,0,0
FIXED,535,4890,2,2,8711,520,0,0,0,0,10,810,0,0,0
FIXED,536,3458,2,2,10526,681,0,0,0,0,75,679,0,0,0
FIXED,537,2007,2,2,23087,655,0,0,0,0,9,793,0,0,0
FIXED,538,560,2,2,32767,650,0,0,0,0,9,749,0,0,0
FIXED,539,-863,2,2,32767,514,0,0,0,0,5,762,0,0,0
FIXED,540,-2240,2,2,32767,526,0,0,0,0,8,805,0,0,0
FIXED,541,-3553,2,2,19631,525,0,0,0,0,9,890,0,0,0
FIXED,542,-4784,2,2,5943,562,0,0,0,0,11,1038,0,0,0
FIXED,543,-5918,2,2,6323,853,0,0,0,0,11,1290,0,0,0
FIXED,544,-6943,1,1,5636,1082,0,0,0,0,6,784,0,0,0
FIXED,545,-7850,1,1,5551,1000,0,0,0,0,50,1050,0,0,0
FIXED,546,-8632,1,1,27362,575,0,0,0,0,7,718,0,0,0
FIXED,547,-9286,1,1,15024,574,0,0,0,0,10,902,0,0,0
FIXED,548,-9813,1,1,32767,580,0,0,0,0,48,939,0,0,0
FIXED,549,-10216,1,1,32767,846,0,0,0,0,60,1353,0,0,0
FIXED,550,-10503,1,1,29707,523,0,0,0,0,10,678,0,0,0
FIXED,551,-10682,1,1,32767,620,0,0,0,0,8,725,0,0,0
FIXED,552,-10768,1,1,18831,578,0,0,0,0,8,651,0,0,0
FIXED,553,-10772,1,1,25128,814,0,0,0,0,8,783,0,0,0
FIXED,554,-10713,1,1,32767,813,0,0,0,0,8,824,0,0,0
FIXED,555,-10607,1,1,28487,813,0,0,0,0,10,766,0,0,0
FIXED,556,-10471,1,1,32767,811,0,0,0,0,8,765,0,0,0
FIXED,557,-10325,1,1,20135,823,0,0,0,0,8,739,0,0,0
FIXED,558,-10184,1,1,14989,825,0,0,0,0,8,847,0,0,0
FIXED,559,-10067,1,1,26143,819,0,0,0,0,10,836,0,0,0
FIXED,560,-9988,1,1,32767,825,0,0,0,0,10,787,0,0,0
FIXED,561,-9959,1,1,32767,418,0,0,0,0,10,900,0,0,0
FIXED,562,-9992,1,1,21736,415,0,0,0,0,8,677,0,0,0
FIXED,563,-10093,1,1,16135,814,0,0,0,0,7,859,0,0,0
FIXED,564,-10269,1,1,21280,821,0,0,0,0,9,930,0,0,0
FIXED,565,-10521,1,1,32767,817,0,0,0,0,8,846,0,0,0
FIXED,566,-10848,1,1,19093,814,0,0,0,0,11,755,0,0,0
FIXED,567,-11244,1,1,31871,418,0,0,0,0,10,794,0,0,0
FIXED,568,-11702,1,1,32767,619,0,0,0,0,11,836,0,0,0
FIXED,569,-12212,1,1,26760,819,0,0,0,0,10,815,0,0,0
FIXED,570,-12760,1,1,32767,815,0,0,0,0,60,769,0,0,0
FIXED,571,-13332,1,1,18139,817,0,0,0,0,47,842,0,0,0
FIXED,572,-13910,1,1,26322,819,0,0,0,0,40,912,0,0,0
FIXED,573,-14476,1,1,32767,628,0,0,0,0,9,777,0,0,0
FIXED,574,-15011,1,1,29901,815,0,0,0,0,8,864,0,0,0
FIXED,575,-15497,1,1,32767,817,0,0,0,0,9,868,0,0,0
FIXED,576,-15913,1,1,32767,418,0,0,0,0,14,742,0,0,0
FIXED,577,-16244,1,1,23870,817,0,0,0,0,8,724,0,0,0
FIXED,578,-16471,1,1,32767,822,0,0,0,0,7,818,0,0,0
FIXED,579,-16581,1,1,27747,416,0,0,0,0,69,782,0,0,0
FIXED,580,-16562,1,1,32767,822,0,0,0,0,10,907,0,0,0
FIXED,581,-16405,1,1,22744,825,0,0,0,0,9,884,0,0,0
FIXED,582,-16103,1,1,32767,826,0,0,0,0,8,834,0,0,0
FIXED,583,-15654,1,1,17745,839,0,0,0,0,8,807,0,0,0
FIXED,584,-15057,1,1,32767,942,0,0,0,0,6,851,0,0,0
FIXED,585,-14318,1,1,32273,938,0,0,0,0,7,795,0,0,0
FIXED,586,-13443,1,1,32767,476,0,0,0,0,9,806,0,0,0
FIXED,587,-12442,1,1,32767,947,0,0,0,0,11,857,0,0,0
FIXED,588,-11330,1,1,23773,821,0,0,0,0,9,840,0,0,0
FIXED,589,-10120,1,1,32767,819,0,0,0,0,7,758,0,0,0
FIXED,590,-8833,1,1,19344,819,0,0,0,0,10,840,0,0,0
FIXED,591,-7486,1,1,23885,818,0,0,0,0,7,721,0,0,0
FIXED,592,-6101,1,1,5076,805,0,0,0,0,7,659,0,0,0
FIXED,593,-4700,2,2,10579,410,0,0,0,0,9,717,0,0,0
FIXED,594,-3303,2,2,32767,799,0,0,0,0,8,696,0,0,0
FIXED,595,-1932,2,2,28716,404,0,0,0,0,151,877,0,0,0
FIXED,596,-606,2,2,25631,406,0,0,0,0,8,620,0,0,0
FIXED,597,656,2,2,13084,404,0,0,0,0,10,850,0,0,0
FIXED,598,1838,2,2,32767,403,0,0,0,0,3,450,0,0,0
FIXED,599,2927,2,2,11062,408,0,0,0,0,10,798,0,0,0
AI,0,0,2,2,21649,399,0,0,0,0,16,203,0,0,0
AI,1,1461,2,2,16624,484,0,0,0,0,10,899,0,0,0
AI,2,2900,2,2,32767,646,0,0,0,0,11,1038,0,0,0
AI,3,4297,2,2,18314,646,0,0,0,0,11,821,0,0,0
AI,4,5632,2,2,1255,653,0,0,0,0,11,1309,0,0,0
AI,5,6885,3,3,6864,652,0,0,1000,4000,71,1154,0,0,0
AI,6,8041,3,3,20365,646,0,0,1000,8000,10,961,0,0,0
AI,7,9087,3,3,32767,956,0,0,750,11000,8,875,0,0,0
AI,8,10011,3,3,32767,635,0,0,562,13248,9,1072,0,0,0
AI,9,10806,3,3,32767,891,0,0,422,14936,85,999,0,0,0
AI,10,11468,3,3,16663,953,0,0,316,16200,88,1102,0,0,0
AI,11,11994,3,3,32767,1084,0,0,237,17148,41,592,0,0,0
AI,12,12388,3,3,32767,654,0,0,178,17860,84,1099,0,0,0
AI,13,12656,3,3,32767,632,0,0,133,18392,18,418,0,0,0
AI,14,12805,3,3,32767,645,0,0,100,18792,52,1151,0,0,0
AI,15,12847,3,3,32767,662,0,0,75,19092,3,558,0,0,0
AI,16,12795,3,3,32767,2024,0,0,56,19316,32,481,0,0,0
AI,17,12665,3,3,17138,1968,0,0,42,19484,10,812,0,0,0
AI,18,12474,3,3,23403,1561,0,0,32,19612,85,1361,0,0,0
AI,19,12241,3,3,32767,1646,0,0,24,19708,45,809,0,0,0
AI,20,11982,3,3,32767,1053,0,0,18,19780,81,911,0,0,0
AI,21,11717,3,3,32767,715,0,0,13,19832,65,928,0,0,0
AI,22,11463,3,3,32767,628,0,0,10,19872,48,468,0,0,0
AI,23,11236,3,3,25140,1036,0,0,8,19904,53,733,0,0,0
AI,24,11050,3,3,32767,637,0,0,6,19928,55,883,0,0,0
AI,25,10917,3,3,24256,629,0,0,4,19944,11,923,0,0,0
AI,26,10848,3,3,21493,635,0,0,3,19956,10,942,0,0,0
AI,27,10848,3,3,20190,1044,0,0,2,19964,11,849,0,0,0
AI,28,10921,3,3,23687,1106,0,0,2,19972,48,795,0,0,0
AI,29,11069,3,3,32767,1075,0,0,1,19976,8,763,0,0,0
AI,30,11288,3,3,32767,644,0,0,1,19980,11,1116,0,0,0
AI,31,11573,3,3,32767,535,0,0,1,19984,66,927,0,0,0
AI,32,11915,3,3,32767,531,0,0,1,19988,48,924,0,0,0
AI,33,12302,3,3,22414,532,0,0,0,19988,48,924,0,0,0
AI,34,12721,3,3,32767,530,0,0,0,19988,50,920,0,0,0
AI,35,13156,3,3,31125,1054,0,0,0,19988,11,831,0,0,0
AI,36,13590,3,3,32767,541,0,0,0,19988,8,829,0,0,0
AI,37,14004,3,3,32767,526,0,0,0,19988,10,745,0,0,0
AI,38,14379,3,3,20973,1041,0,0,0,19988,9,868,0,0,0
AI,39,14698,3,3,32767,1058,0,0,0,19988,44,457,0,0,0
AI,40,14941,3,3,32767,529,0,0,0,19988,8,886,0,0,0
AI,41,15093,3,3,32767,641,0,0,0,19988,9,1037,0,0,0
AI,42,15138,3,3,26390,686,0,0,0,19988,46,944,0,0,0
AI,43,15063,3,3,32767,636,0,0,0,19988,59,1110,0,0,0
AI,44,14859,3,3,32767,655,0,0,0,19988,49,1126,0,0,0
AI,45,14517,3,3,32767,659,0,0,0,19988,8,720,0,0,0
AI,46,14033,3,3,22983,678,0,0,0,19988,85,1145,0,0,0
AI,47,13407,3,3,22815,1011,0,0,0,19988,90,922,0,0,0
AI,48,12641,3,3,32767,628,0,0,0,19988,58,1105,0,0,0
AI,49,11741,3,3,32767,644,0,0,0,19988,2,458,0,0,0
AI,50,10716,3,3,28501,633,0,0,0,19988,55,934,0,0,0
AI,51,9578,3,3,18566,651,0,0,0,19988,56,932,0,0,0
AI,52,8341,3,3,15006,638,0,0,0,19988,55,974,0,0,0
AI,53,7023,3,3,16534,1045,0,0,0,19988,56,851,0,0,0
AI,54,5643,2,2,9041,631,0,0,-1000,15988,92,961,0,0,0
AI,55,4222,2,2,11628,629,0,0,-999,11992,48,455,0,0,0
AI,56,2779,2,2,32268,967,0,0,-749,8996,10,958,0,0,0
AI,57,1339,2,2,13048,1305,0,0,-562,6748,47,998,0,0,0
AI,58,-80,2,2,16992,526,0,0,-421,5064,63,1200,0,0,0
AI,59,-1455,2,2,27686,643,0,0,-316,3800,56,875,0,0,0
AI,60,-2768,2,2,27810,629,0,0,-237,2852,82,1162,0,0,0
AI,61,-4001,2,2,13311,634,0,0,-178,2140,111,982,0,0,0
AI,62,-5140,2,2,3211,635,0,0,-133,1608,109,1189,0,0,0
AI,63,-6171,1,1,1098,532,0,0,-1000,-2392,38,861,0,0,0
AI,64,-7086,1,1,7596,634,0,0,-1000,-6392,11,1025,0,0,0
AI,65,-7879,1,1,6665,1020,0,0,-850,-9792,85,985,0,0,0
AI,66,-8545,1,1,27514,632,0,0,-638,-12344,11,1048,0,0,0
AI,67,-9087,1,1,25114,1048,0,0,-478,-14256,11,939,0,0,0
AI,68,-9507,1,1,32767,643,0,0,-359,-15692,10,852,0,0,0
AI,69,-9813,1,1,22939,1032,0,0,-269,-16768,4,558,0,0,0
AI,70,-10013,1,1,18543,986,0,0,-202,-17576,11,974,0,0,0
AI,71,-10120,1,1,31427,1008,0,0,-151,-18180,11,1021,0,0,0
AI,72,-10149,1,1,12925,636,0,0,-113,-18632,9,971,0,0,0
AI,73,-10116,1,1,32767,1003,0,0,-85,-18972,11,993,0,0,0
AI,74,-10037,1,1,32767,1035,0,0,-64,-19228,79,1054,0,0,0
AI,75,-9931,1,1,15181,1035,0,0,-48,-19420,11,858,0,0,0
AI,76,-9815,1,1,32767,1010,0,0,-36,-19564,11,701,0,0,0
AI,77,-9706,1,1,32767,519,0,0,-27,-19672,11,995,0,0,0
AI,78,-9622,1,1,8271,666,0,0,-20,-19752,86,938,0,0,0
AI,79,-9577,1,1,25149,1032,0,0,-15,-19812,70,564,0,0,0
AI,80,-9584,1,1,32767,985,0,0,-11,-19856,85,1024,0,0,0
AI,81,-9654,1,1,20597,639,0,0,-9,-19892,10,976,0,0,0
AI,82,-9793,1,1,22590,630,0,0,-6,-19916,10,1073,0,0,0
AI,83,-10007,1,1,13923,1041,0,0,-5,-19936,10,827,0,0,0
AI,84,-10298,1,1,32767,542,0,0,-4,-19952,11,1095,0,0,0
AI,85,-10664,1,1,19359,639,0,0,-3,-19964,81,1086,0,0,0
AI,86,-11101,1,1,32767,552,0,0,-2,-19972,4,695,0,0,0
AI,87,-11599,1,1,22319,632,0,0,-1,-19976,9,1470,0,0,0
AI,88,-12150,1,1,32767,529,0,0,-1,-19980,9,804,0,0,0
AI,89,-12740,1,1,32767,560,0,0,-1,-19984,42,675,0,0,0
AI,90,-13352,1,1,32767,634,0,0,-1,-19988,85,1119,0,0,0
AI,91,-13972,1,1,32767,644,0,0,0,-19988,82,903,0,0,0
AI,92,-14579,1,1,32767,653,0,0,0,-19988,101,1207,0,0,0
AI,93,-15155,1,1,32767,636,0,0,0,-19988,82,1210,0,0,0
AI,94,-15680,1,1,32767,632,0,0,0,-19988,44,456,0,0,0
AI,95,-16136,1,1,32767,641,0,0,0,-19988,82,960,0,0,0
AI,96,-16506,1,1,21077,1020,0,0,0,-19988,2,561,0,0,0
AI,97,-16771,1,1,27320,670,0,0,0,-19988,82,838,0,0,0
AI,98,-16919,1,1,32767,629,0,0,0,-19988,3,593,0,0,0
AI,99,-16937,1,1,22257,1040,0,0,0,-19988,73,637,0,0,0
AI,100,-16815,1,1,24136,1008,0,0,0,-19988,5,770,0,0,0
AI,101,-16548,1,1,32767,981,0,0,0,-19988,12,888,0,0,0
AI,102,-16132,1,1,19376,633,0,0,0,-19988,70,886,0,0,0
AI,103,-15567,1,1,23252,1013,0,0,0,-19988,64,614,0,0,0
AI,104,-14859,1,1,32767,634,0,0,0,-19988,67,568,0,0,0
AI,105,-14013,1,1,32767,1006,0,0,0,-19988,78,750,0,0,0
AI,106,-13040,1,1,31717,628,0,0,0,-19988,73,613,0,0,0
AI,107,-11953,1,1,32767,995,0,0,0,-19988,11,942,0,0,0
AI,108,-10768,1,1,26137,977,0,0,0,-19988,80,896,0,0,0
AI,109,-9502,1,1,22427,529,0,0,0,-19988,9,946,0,0,0
AI,110,-8176,1,1,18623,976,0,0,0,-19988,83,936,0,0,0
AI,111,-6810,1,1,6455,974,0,0,0,-19988,11,956,0,0,0
AI,112,-5425,2,2,5146,1025,0,0,1000,-15988,80,961,0,0,0
AI,113,-4043,2,2,12920,628,0,0,999,-11992,47,965,0,0,0
AI,114,-2684,2,2,32767,530,0,0,749,-8996,46,870,0,0,0
AI,115,-1369,2,2,32767,528,0,0,562,-6748,50,1033,0,0,0
AI,116,-116,2,2,31113,523,0,0,421,-5064,8,805,0,0,0
AI,117,1060,2,2,16439,530,0,0,316,-3800,90,937,0,0,0
AI,118,2144,2,2,20183,527,0,0,237,-2852,9,640,0,0,0
AI,119,3125,2,2,10837,526,0,0,178,-2140,42,481,0,0,0
AI,120,3996,2,2,8812,983,0,0,133,-1608,9,959,0,0,0
AI,121,4753,2,2,16693,984,0,0,100,-1208,9,754,0,0,0
AI,122,5393,2,2,11168,1020,0,0,75,-908,10,842,0,0,0
AI,123,5918,2,3,7070,969,0,0,1000,3092,11,957,0,0,0
AI,124,6335,3,3,11164,943,0,0,1000,7092,8,900,0,0,0
