# task3_csv_schema=1
mode,frame_id,target_q15,truth_class,predicted_class,confidence_q15,inference_us,transport_retries,rtos_status,pwm,actuator_q15,rtos_processing_us,round_trip_us,error_code,duplicate,recovered
AI,125,6650,3,3,4378,634,0,0,806,10316,97,1421,0,0,0
AI,126,6875,3,3,6356,634,0,0,605,12736,11,891,0,0,0
AI,127,7023,3,3,8320,638,0,0,454,14552,83,1050,0,0,0
AI,128,7109,3,3,15534,949,0,0,340,15912,10,979,0,0,0
AI,129,7149,3,3,14192,634,0,0,255,16932,3,434,0,0,0
AI,130,7161,3,3,7396,629,0,0,191,17696,80,1048,0,0,0
AI,131,7162,3,3,11971,605,0,0,144,18272,59,957,0,0,0
AI,132,7169,3,3,6468,634,0,0,108,18704,106,1239,0,0,0
AI,133,7200,3,3,13077,638,0,0,81,19028,105,983,0,0,0
AI,134,7269,3,3,6304,639,0,0,60,19268,10,1032,0,0,0
AI,135,7391,3,3,6502,640,0,0,45,19448,103,1084,0,0,0
AI,136,7575,3,3,8877,698,0,0,34,19584,10,1199,0,0,0
AI,137,7833,3,3,17849,637,0,0,26,19688,164,1514,0,0,0
AI,138,8168,3,3,25644,522,0,0,19,19764,6,567,0,0,0
AI,139,8584,3,3,11447,548,0,0,14,19820,8,766,0,0,0
AI,140,9080,3,3,12400,890,0,0,11,19864,82,1042,0,0,0
AI,141,9654,3,3,32767,980,0,0,8,19896,5,726,0,0,0
AI,142,10297,3,3,32767,937,0,0,6,19920,10,770,0,0,0
AI,143,11001,3,3,32767,984,0,0,5,19940,9,916,0,0,0
AI,144,11753,3,3,32767,977,0,0,3,19952,36,564,0,0,0
AI,145,12538,3,3,21355,980,0,0,3,19964,57,535,0,0,0
AI,146,13340,3,3,32767,637,0,0,2,19972,90,782,0,0,0
AI,147,14139,3,3,24204,656,0,0,1,19976,47,960,0,0,0
AI,148,14918,3,3,32767,985,0,0,1,19980,4,540,0,0,0
AI,149,15655,3,3,32767,624,0,0,1,19984,4,617,0,0,0
AI,150,16333,3,3,32767,673,0,0,1,19988,106,1035,0,0,0
AI,151,16930,3,3,32767,939,0,0,0,19988,45,948,0,0,0
AI,152,17431,3,3,32767,960,0,0,0,19988,32,482,0,0,0
AI,153,17818,3,3,32767,950,0,0,0,19988,46,951,0,0,0
AI,154,18078,3,3,32767,932,0,0,0,19988,88,982,0,0,0
AI,155,18200,3,3,32767,529,0,0,0,19988,91,998,0,0,0
AI,156,18176,3,3,32767,633,0,0,0,19988,11,1131,0,0,0
AI,157,18000,3,3,32767,968,0,0,0,19988,78,1130,0,0,0
AI,158,17671,3,3,32767,1001,0,0,0,19988,49,511,0,0,0
AI,159,17190,3,3,32767,1011,0,0,0,19988,68,489,0,0,0
AI,160,16562,3,3,32767,924,0,0,0,19988,9,894,0,0,0
AI,161,15796,3,3,32767,935,0,0,0,19988,11,1023,0,0,0
AI,162,14903,3,3,32767,929,0,0,0,19988,9,877,0,0,0
AI,163,13897,3,3,32767,927,0,0,0,19988,8,782,0,0,0
AI,164,12795,3,3,32767,918,0,0,0,19988,9,721,0,0,0
AI,165,11615,3,3,22678,630,0,0,0,19988,9,836,0,0,0
AI,166,10376,3,3,32767,928,0,0,0,19988,10,953,0,0,0
AI,167,9101,3,3,18854,646,0,0,0,19988,9,997,0,0,0
AI,168,7809,3,3,12407,650,0,0,0,19988,46,679,0,0,0
AI,169,6522,3,3,4095,630,0,0,0,19988,2,424,0,0,0
AI,170,5260,2,2,329,635,0,0,-1000,15988,11,963,0,0,0
AI,171,4042,2,2,12908,531,0,0,-999,11992,10,950,0,0,0
AI,172,2885,2,2,18944,624,0,0,-749,8996,10,1138,0,0,0
AI,173,1804,2,2,32767,627,0,0,-562,6748,9,1074,0,0,0
AI,174,811,2,2,15269,630,0,0,-421,5064,64,1027,0,0,0
AI,175,-85,2,2,32767,602,0,0,-316,3800,9,1363,0,0,0
AI,176,-878,2,2,21986,946,0,0,-237,2852,10,1042,0,0,0
AI,177,-1564,2,2,16544,636,0,0,-178,2140,80,1222,0,0,0
AI,178,-2144,2,2,17185,626,0,0,-133,1608,58,1112,0,0,0
AI,179,-2621,2,2,20407,630,0,0,-100,1208,3,471,0,0,0
AI,180,-3003,2,2,13743,593,0,0,-75,908,9,1307,0,0,0
AI,181,-3298,2,2,32767,635,0,0,-56,684,55,914,0,0,0
AI,182,-3519,2,2,12325,641,0,0,-42,516,98,1078,0,0,0
AI,183,-3679,2,2,15847,636,0,0,-32,388,60,1075,0,0,0
AI,184,-3795,2,2,9191,633,0,0,-24,292,56,995,0,0,0
AI,185,-3882,2,2,8187,926,0,0,-18,220,44,466,0,0,0
AI,186,-3959,2,2,32767,654,0,0,-13,168,11,874,0,0,0
AI,187,-4043,2,2,10338,646,0,0,-10,128,81,986,0,0,0
AI,188,-4150,2,2,18507,989,0,0,-8,96,43,474,0,0,0
AI,189,-4297,2,2,10053,970,0,0,-6,72,68,488,0,0,0
AI,190,-4497,2,2,10091,895,0,0,-4,56,90,1099,0,0,0
AI,191,-4763,2,2,12776,523,0,0,-3,44,3,640,0,0,0
AI,192,-5105,2,2,10388,896,0,0,-2,36,8,936,0,0,0
AI,193,-5530,2,2,4464,659,0,0,-2,28,49,1107,0,0,0
AI,194,-6041,1,2,3297,886,0,0,-1,24,46,891,0,0,0
AI,195,-6639,1,1,5981,898,0,0,-1000,-3976,46,891,0,0,0
AI,196,-7323,1,1,14506,886,0,0,-1000,-7976,10,607,0,0,0
AI,197,-8085,1,1,5144,644,0,0,-751,-10980,45,907,0,0,0
AI,198,-8919,1,1,32767,883,0,0,-563,-13232,9,827,0,0,0
AI,199,-9812,1,1,16293,926,0,0,-423,-14924,44,417,0,0,0
AI,200,-10750,1,1,32767,880,0,0,-317,-16192,11,975,0,0,0
AI,201,-11717,1,1,32767,881,0,0,-238,-17144,106,1013,0,0,0
AI,202,-12695,1,1,31860,878,0,0,-178,-17856,12,990,0,0,0
AI,203,-13664,1,1,32767,631,0,0,-134,-18392,2,375,0,0,0
AI,204,-14605,1,1,31927,880,0,0,-100,-18792,54,847,0,0,0
AI,205,-15497,1,1,32767,638,0,0,-75,-19092,45,913,0,0,0
AI,206,-16320,1,1,32767,917,0,0,-56,-19316,79,963,0,0,0
AI,207,-17055,1,1,32767,873,0,0,-42,-19484,43,853,0,0,0
AI,208,-17686,1,1,22237,859,0,0,-32,-19612,47,841,0,0,0
AI,209,-18195,1,1,32767,526,0,0,-24,-19708,10,842,0,0,0
AI,210,-18572,1,1,27559,634,0,0,-18,-19780,3,713,0,0,0
AI,211,-18804,1,1,21263,639,0,0,-13,-19832,85,1101,0,0,0
AI,212,-18885,1,1,32767,630,0,0,-10,-19872,81,1065,0,0,0
AI,213,-18812,1,1,32767,594,0,0,-8,-19904,51,1025,0,0,0
AI,214,-18582,1,1,32767,636,0,0,-6,-19928,12,1416,0,0,0
AI,215,-18200,1,1,32767,632,0,0,-4,-19944,84,1207,0,0,0
AI,216,-17672,1,1,31461,674,0,0,-3,-19956,11,1359,0,0,0
AI,217,-17006,1,1,22222,864,0,0,-2,-19964,9,837,0,0,0
AI,218,-16216,1,1,32767,677,0,0,-2,-19972,48,1016,0,0,0
AI,219,-15316,1,1,32767,519,0,0,-1,-19976,57,480,0,0,0
AI,220,-14323,1,1,22575,676,0,0,-1,-19980,11,1128,0,0,0
AI,221,-13256,1,1,32767,640,0,0,-1,-19984,86,974,0,0,0
AI,222,-12135,1,1,22705,662,0,0,-1,-19988,81,1090,0,0,0
AI,223,-10981,1,1,32767,668,0,0,0,-19988,87,1000,0,0,0
AI,224,-9815,1,1,32767,634,0,0,0,-19988,83,1030,0,0,0
AI,225,-8656,1,1,32767,785,0,0,0,-19988,83,1058,0,0,0
AI,226,-7524,1,1,32767,663,0,0,0,-19988,47,1001,0,0,0
AI,227,-6437,1,1,16048,661,0,0,0,-19988,9,1333,0,0,0
AI,228,-5411,2,2,7326,645,0,0,1000,-15988,40,528,0,0,0
AI,229,-4458,2,2,15106,907,0,0,999,-11992,10,712,0,0,0
AI,230,-3590,2,2,18573,527,0,0,749,-8996,45,629,0,0,0
AI,231,-2813,2,2,14011,535,0,0,562,-6748,50,904,0,0,0
AI,232,-2133,2,2,22413,528,0,0,421,-5064,11,758,0,0,0
AI,233,-1551,2,2,30084,489,0,0,316,-3800,9,683,0,0,0
AI,234,-1064,2,2,20486,881,0,0,237,-2852,80,808,0,0,0
AI,235,-666,2,2,12875,888,0,0,178,-2140,33,572,0,0,0
AI,236,-351,2,2,32767,924,0,0,133,-1608,50,763,0,0,0
AI,237,-107,2,2,32767,847,0,0,100,-1208,10,879,0,0,0
AI,238,80,2,2,21439,859,0,0,75,-908,83,1025,0,0,0
AI,239,223,2,2,29750,535,0,0,56,-684,10,883,0,0,0
AI,240,339,2,2,31764,878,0,0,42,-516,80,968,0,0,0
AI,241,446,2,2,22553,843,0,0,32,-388,84,1038,0,0,0
AI,242,560,2,2,15070,535,0,0,24,-292,81,955,0,0,0
AI,243,699,2,2,32767,845,0,0,18,-220,81,1038,0,0,0
AI,244,879,2,2,18816,641,0,0,13,-168,47,868,0,0,0
AI,245,1115,2,2,32767,534,0,0,10,-128,79,977,0,0,0
AI,246,1419,2,2,32767,826,0,0,8,-96,11,979,0,0,0
AI,247,1804,2,2,20225,837,0,0,6,-72,8,1023,0,0,0
AI,248,2276,2,2,13432,862,0,0,4,-56,80,912,0,0,0
AI,249,2842,2,2,13409,528,0,0,3,-44,55,898,0,0,0
AI,250,3504,2,2,30028,826,0,0,2,-36,47,890,0,0,0
AI,251,4259,2,2,14208,760,0,0,2,-28,45,929,0,0,0
AI,252,5105,2,2,5093,734,0,0,1,-24,10,1314,0,0,0
AI,253,6034,3,2,4456,635,0,0,1,-20,10,993,0,0,0
AI,254,7034,3,3,4429,756,0,0,1000,3980,81,958,0,0,0
AI,255,8094,3,3,17777,596,0,0,1000,7980,62,959,0,0,0
AI,256,9196,3,3,32767,614,0,0,751,10984,10,1065,0,0,0
AI,257,10325,3,3,24345,603,0,0,563,13236,18,1246,0,0,0
AI,258,11459,3,3,32767,627,0,0,422,14924,5,719,0,0,0
AI,259,12580,3,3,24483,529,0,0,317,16192,9,742,0,0,0
AI,260,13666,3,3,32767,593,0,0,238,17144,48,1048,0,0,0
AI,261,14698,3,3,32767,639,0,0,178,17856,84,1090,0,0,0
AI,262,15654,3,3,32767,629,0,0,134,18392,55,1116,0,0,0
AI,263,16517,3,3,32767,683,0,0,100,18792,83,972,0,0,0
AI,264,17269,3,3,32767,630,0,0,75,19092,69,552,0,0,0
AI,265,17895,3,3,32767,625,0,0,56,19316,71,753,0,0,0
AI,266,18384,3,3,32767,899,0,0,42,19484,40,408,0,0,0
AI,267,18726,3,3,28185,654,0,0,32,19612,69,689,0,0,0
AI,268,18914,3,3,32767,519,0,0,24,19708,91,425,0,0,0
AI,269,18947,3,3,32767,527,0,0,18,19780,8,672,0,0,0
AI,270,18825,3,3,32767,627,0,0,13,19832,2,437,0,0,0
AI,271,18551,3,3,26246,644,0,0,10,19872,105,1097,0,0,0
AI,272,18134,3,3,32767,841,0,0,8,19904,2,470,0,0,0
AI,273,17583,3,3,32767,839,0,0,6,19928,35,476,0,0,0
AI,274,16912,3,3,32767,815,0,0,4,19944,5,624,0,0,0
AI,275,16136,3,3,32767,629,0,0,3,19956,66,664,0,0,0
AI,276,15274,3,3,32767,627,0,0,2,19964,72,733,0,0,0
AI,277,14343,3,3,32767,582,0,0,2,19972,10,1071,0,0,0
AI,278,13364,3,3,32767,835,0,0,1,19976,9,877,0,0,0
AI,279,12357,3,3,32767,533,0,0,1,19980,8,714,0,0,0
AI,280,11343,3,3,16815,667,0,0,1,19984,84,952,0,0,0
AI,281,10340,3,3,24252,833,0,0,1,19988,81,897,0,0,0
AI,282,9367,3,3,20925,805,0,0,0,19988,10,863,0,0,0
AI,283,8441,3,3,5759,851,0,0,0,19988,8,800,0,0,0
AI,284,7575,3,3,5880,880,0,0,0,19988,35,380,0,0,0
AI,285,6782,3,3,5126,656,0,0,0,19988,10,939,0,0,0
AI,286,6069,3,2,2924,821,0,0,-1000,15988,11,958,0,0,0
AI,287,5443,2,2,4268,801,0,0,-999,11992,10,1000,0,0,0
AI,288,4907,2,2,2602,839,0,0,-749,8996,9,845,0,0,0
AI,289,4458,2,2,17736,741,0,0,-562,6748,11,900,0,0,0
AI,290,4094,2,2,21142,805,0,0,-421,5064,67,842,0,0,0
AI,291,3807,2,2,23021,830,0,0,-316,3800,8,685,0,0,0
AI,292,3588,2,2,9962,798,0,0,-237,2852,9,836,0,0,0
AI,293,3425,2,2,12518,637,0,0,-178,2140,11,960,0,0,0
AI,294,3303,2,2,11425,805,0,0,-133,1608,10,926,0,0,0
AI,295,3206,2,2,10119,825,0,0,-100,1208,9,844,0,0,0
AI,296,3119,2,2,15927,528,0,0,-75,908,9,771,0,0,0
AI,297,3023,2,2,21082,636,0,0,-56,684,11,1100,0,0,0
AI,298,2900,2,2,17269,825,0,0,-42,516,12,924,0,0,0
AI,299,2736,2,2,11256,540,0,0,-32,388,47,918,0,0,0
AI,300,2513,2,2,17526,643,0,0,-24,292,82,999,0,0,0
AI,301,2218,2,2,14540,530,0,0,-18,220,9,618,0,0,0
AI,302,1838,2,2,9534,890,0,0,-13,168,7,726,0,0,0
AI,303,1365,2,2,23876,630,0,0,-10,128,6,552,0,0,0
AI,304,792,2,2,13684,822,0,0,-8,96,6,606,0,0,0
AI,305,114,2,2,16371,822,0,0,-6,72,10,985,0,0,0
AI,306,-668,2,2,24236,806,0,0,-4,56,9,810,0,0,0
AI,307,-1551,2,2,23047,846,0,0,-3,44,12,902,0,0,0
AI,308,-2529,2,2,9898,533,0,0,-2,36,44,553,0,0,0
AI,309,-3594,2,2,23142,584,0,0,-2,28,5,436,0,0,0
AI,310,-4732,2,2,11027,638,0,0,-1,24,80,650,0,0,0
AI,311,-5930,2,1,3054,634,0,0,-1000,-3976,11,717,0,0,0
AI,312,-7169,1,1,11218,631,0,0,-1000,-7976,71,567,0,0,0
AI,313,-8432,1,1,24440,659,0,0,-751,-10980,11,1194,0,0,0
AI,314,-9698,1,1,22841,575,0,0,-563,-13232,51,1037,0,0,0
AI,315,-10946,1,1,32767,636,0,0,-423,-14924,85,965,0,0,0
AI,316,-12155,1,1,32767,640,0,0,-317,-16192,82,941,0,0,0
AI,317,-13305,1,1,32767,641,0,0,-238,-17144,10,892,0,0,0
AI,318,-14375,1,1,32767,527,0,0,-178,-17856,9,568,0,0,0
AI,319,-15348,1,1,32767,794,0,0,-134,-18392,64,762,0,0,0
AI,320,-16206,1,1,32767,528,0,0,-100,-18792,10,790,0,0,0
AI,321,-16937,1,1,24730,794,0,0,-75,-19092,7,771,0,0,0
AI,322,-17528,1,1,32767,642,0,0,-56,-19316,83,962,0,0,0
AI,323,-17971,1,1,24088,627,0,0,-42,-19484,69,534,0,0,0
AI,324,-18262,1,1,28151,764,0,0,-32,-19612,11,913,0,0,0
AI,325,-18399,1,1,32767,827,0,0,-24,-19708,87,787,0,0,0
AI,326,-18384,1,1,32767,763,0,0,-18,-19780,80,1006,0,0,0
AI,327,-18221,1,1,19779,793,0,0,-13,-19832,11,883,0,0,0
AI,328,-17921,1,1,25223,792,0,0,-10,-19872,9,794,0,0,0
AI,329,-17492,1,1,32767,528,0,0,-8,-19904,52,998,0,0,0
AI,330,-16951,1,1,32767,762,0,0,-6,-19928,83,1024,0,0,0
AI,331,-16312,1,1,32767,789,0,0,-4,-19944,9,925,0,0,0
AI,332,-15594,1,1,32767,531,0,0,-3,-19956,48,911,0,0,0
AI,333,-14815,1,1,32767,820,0,0,-2,-19964,81,882,0,0,0
AI,334,-13996,1,1,32767,526,0,0,-2,-19972,10,884,0,0,0
AI,335,-13156,1,1,32767,537,0,0,-1,-19976,11,951,0,0,0
AI,336,-12315,1,1,32767,644,0,0,-1,-19980,80,954,0,0,0
AI,337,-11491,1,1,29787,827,0,0,-1,-19984,10,786,0,0,0
AI,338,-10700,1,1,30624,762,0,0,-1,-19988,9,804,0,0,0
AI,339,-9959,1,1,32767,531,0,0,0,-19988,9,696,0,0,0
AI,340,-9279,1,1,32767,600,0,0,0,-19988,50,1114,0,0,0
AI,341,-8670,1,1,28840,645,0,0,0,-19988,84,1113,0,0,0
AI,342,-8139,1,1,20786,639,0,0,0,-19988,82,1123,0,0,0
AI,343,-7690,1,1,22473,805,0,0,0,-19988,86,1220,0,0,0
AI,344,-7323,1,1,17123,636,0,0,0,-19988,80,1029,0,0,0
AI,345,-7035,1,1,11102,602,0,0,0,-19988,11,1101,0,0,0
AI,346,-6821,1,1,11365,1031,0,0,0,-19988,91,1152,0,0,0
AI,347,-6672,1,1,5368,750,0,0,0,-19988,11,798,0,0,0
AI,348,-6577,1,1,3934,522,0,0,0,-19988,3,404,0,0,0
AI,349,-6522,1,1,3683,517,0,0,0,-19988,2,439,0,0,0
AI,350,-6492,1,1,3602,684,0,0,0,-19988,9,972,0,0,0
AI,351,-6471,1,1,4907,679,0,0,0,-19988,80,1063,0,0,0
AI,352,-6440,1,1,4076,914,0,0,0,-19988,47,945,0,0,0
AI,353,-6383,1,1,1458,956,0,0,0,-19988,116,1349,0,0,0
AI,354,-6283,1,1,4363,625,0,0,0,-19988,67,573,0,0,0
AI,355,-6122,1,2,1568,631,0,0,1000,-15988,76,653,0,0,0
AI,356,-5886,2,2,3651,963,0,0,999,-11992,86,1176,0,0,0
AI,357,-5563,2,2,3898,960,0,0,749,-8996,103,1438,0,0,0
AI,358,-5140,2,2,6061,523,0,0,562,-6748,3,530,0,0,0
AI,359,-4610,2,2,29222,523,0,0,421,-5064,8,513,0,0,0
AI,360,-3968,2,2,28418,624,0,0,316,-3800,84,947,0,0,0
AI,361,-3211,2,2,32767,768,0,0,237,-2852,96,639,0,0,0
AI,362,-2342,2,2,10995,628,0,0,178,-2140,86,1029,0,0,0
AI,363,-1365,2,2,32767,554,0,0,133,-1608,84,1048,0,0,0
AI,364,-287,2,2,16169,726,0,0,100,-1208,51,906,0,0,0
AI,365,880,2,2,18496,643,0,0,75,-908,89,1119,0,0,0
AI,366,2122,2,2,9268,623,0,0,56,-684,64,985,0,0,0
AI,367,3425,2,2,13973,741,0,0,42,-516,48,901,0,0,0
AI,368,4768,2,2,18101,766,0,0,32,-388,10,768,0,0,0
AI,369,6134,3,2,3074,534,0,0,24,-292,11,882,0,0,0
AI,370,7500,3,3,10010,745,0,0,1000,3708,79,957,0,0,0
AI,371,8846,3,3,16140,739,0,0,1000,7708,9,1002,0,0,0
AI,372,10149,3,3,16208,734,0,0,768,10780,11,1049,0,0,0
AI,373,11391,3,3,18302,729,0,0,576,13084,76,896,0,0,0
AI,374,12550,3,3,31041,534,0,0,432,14812,44,861,0,0,0
AI,375,13609,3,3,32767,626,0,0,324,16108,48,947,0,0,0
AI,376,14553,3,3,32767,529,0,0,243,17080,48,892,0,0,0
AI,377,15369,3,3,32767,522,0,0,182,17808,81,968,0,0,0
AI,378,16045,3,3,32767,533,0,0,137,18356,9,880,0,0,0
AI,379,16576,3,3,32767,870,0,0,102,18764,9,768,0,0,0
AI,380,16958,3,3,28990,717,0,0,77,19072,45,941,0,0,0
AI,381,17190,3,3,32767,728,0,0,58,19304,9,943,0,0,0
AI,382,17275,3,3,32767,964,0,0,43,19476,85,1098,0,0,0
AI,383,17220,3,3,32767,627,0,0,32,19604,93,1182,0,0,0
AI,384,17034,3,3,32767,633,0,0,24,19700,3,641,0,0,0
AI,385,16729,3,3,32767,635,0,0,18,19772,79,1173,0,0,0
AI,386,16320,3,3,32767,658,0,0,14,19828,48,969,0,0,0
AI,387,15823,3,3,32767,545,0,0,10,19868,108,995,0,0,0
AI,388,15257,3,3,32767,640,0,0,8,19900,9,974,0,0,0
AI,389,14640,3,3,32767,545,0,0,6,19924,8,783,0,0,0
AI,390,13992,3,3,32767,634,0,0,4,19940,9,1155,0,0,0
AI,391,13332,3,3,32767,627,0,0,3,19952,68,580,0,0,0
AI,392,12678,3,3,26486,529,0,0,3,19964,85,941,0,0,0
AI,393,12048,3,3,32767,560,0,0,2,19972,86,1207,0,0,0
AI,394,11456,3,3,31947,629,0,0,1,19976,80,963,0,0,0
AI,395,10917,3,3,32767,958,0,0,1,19980,87,1286,0,0,0
AI,396,10441,3,3,15684,599,0,0,1,19984,8,936,0,0,0
AI,397,10036,3,3,18727,601,0,0,1,19988,83,945,0,0,0
AI,398,9707,3,3,15749,957,0,0,0,19988,11,1248,0,0,0
AI,399,9455,3,3,22864,582,0,0,0,19988,9,826,0,0,0
AI,400,9279,3,3,32767,417,0,0,0,19988,68,818,0,0,0
AI,401,9174,3,3,15287,678,0,0,0,19988,50,848,0,0,0
AI,402,9133,3,3,13587,620,0,0,0,19988,38,766,0,0,0
AI,403,9144,3,3,21791,614,0,0,0,19988,9,771,0,0,0
AI,404,9196,3,3,32767,609,0,0,0,19988,60,788,0,0,0
AI,405,9274,3,3,27705,603,0,0,0,19988,10,913,0,0,0
AI,406,9361,3,3,23485,615,0,0,0,19988,8,795,0,0,0
AI,407,9440,3,3,14844,715,0,0,0,19988,79,844,0,0,0
AI,408,9493,3,3,17771,676,0,0,0,19988,9,926,0,0,0
AI,409,9502,3,3,14294,839,0,0,0,19988,10,837,0,0,0
AI,410,9451,3,3,32767,625,0,0,0,19988,61,754,0,0,0
AI,411,9323,3,3,18026,627,0,0,0,19988,60,733,0,0,0
AI,412,9104,3,3,12947,637,0,0,0,19988,63,862,0,0,0
AI,413,8782,3,3,14345,617,0,0,0,19988,36,720,0,0,0
AI,414,8347,3,3,22195,602,0,0,0,19988,7,872,0,0,0
AI,415,7793,3,3,8710,648,0,0,0,19988,71,809,0,0,0
AI,416,7115,3,3,10412,586,0,0,0,19988,69,853,0,0,0
AI,417,6314,3,3,1954,615,0,0,0,19988,74,766,0,0,0
AI,418,5393,2,2,8162,641,0,0,-1000,15988,39,727,0,0,0
AI,419,4357,2,2,9408,436,0,0,-999,11992,42,789,0,0,0
AI,420,3216,2,2,12191,615,0,0,-749,8996,9,763,0,0,0
AI,421,1983,2,2,20838,604,0,0,-562,6748,49,867,0,0,0
AI,422,672,2,2,32767,606,0,0,-421,5064,47,751,0,0,0
AI,423,-699,2,2,16030,633,0,0,-316,3800,9,752,0,0,0
AI,424,-2111,2,2,32767,612,0,0,-237,2852,10,748,0,0,0
AI,425,-3543,2,2,11507,436,0,0,-178,2140,50,868,0,0,0
AI,426,-4974,2,2,6227,423,0,0,-133,1608,60,792,0,0,0
AI,427,-6383,1,1,4592,414,0,0,-1000,-2392,66,765,0,0,0
AI,428,-7749,1,1,28040,649,0,0,-1000,-6392,11,759,0,0,0
AI,429,-9050,1,1,13585,630,0,0,-850,-9792,9,868,0,0,0
AI,430,-10268,1,1,32767,628,0,0,-638,-12344,10,639,0,0,0
AI,431,-11386,1,1,32767,651,0,0,-478,-14256,12,922,0,0,0
AI,432,-12388,1,1,25462,610,0,0,-359,-15692,64,784,0,0,0
AI,433,-13264,1,1,32767,584,0,0,-269,-16768,59,707,0,0,0
AI,434,-14005,1,1,32767,420,0,0,-202,-17576,69,815,0,0,0
AI,435,-14603,1,1,32328,437,0,0,-151,-18180,10,798,0,0,0
AI,436,-15057,1,1,31045,605,0,0,-113,-18632,9,793,0,0,0
AI,437,-15369,1,1,32767,577,0,0,-85,-18972,62,806,0,0,0
AI,438,-15541,1,1,23920,588,0,0,-64,-19228,7,775,0,0,0
AI,439,-15583,1,1,28505,683,0,0,-48,-19420,69,917,0,0,0
AI,440,-15503,1,1,32767,646,0,0,-36,-19564,6,836,0,0,0
AI,441,-15316,1,1,32767,601,0,0,-27,-19672,61,664,0,0,0
AI,442,-15036,1,1,32767,578,0,0,-20,-19752,9,686,0,0,0
AI,443,-14680,1,1,32767,765,0,0,-15,-19812,79,1023,0,0,0
AI,444,-14266,1,1,31689,755,0,0,-11,-19856,85,1037,0,0,0
AI,445,-13813,1,1,32767,613,0,0,-9,-19892,82,828,0,0,0
AI,446,-13340,1,1,32767,765,0,0,-6,-19916,51,921,0,0,0
AI,447,-12865,1,1,32767,612,0,0,-5,-19936,62,857,0,0,0
AI,448,-12405,1,1,32767,560,0,0,-4,-19952,77,952,0,0,0
AI,449,-11977,1,1,25494,409,0,0,-3,-19964,39,871,0,0,0
AI,450,-11594,1,1,32767,549,0,0,-2,-19972,87,964,0,0,0
AI,451,-11268,1,1,32767,985,0,0,-1,-19976,141,1172,0,0,0
AI,452,-11008,1,1,23416,571,0,0,-1,-19980,46,1050,0,0,0
AI,453,-10819,1,1,32767,608,0,0,-1,-19984,5,556,0,0,0
AI,454,-10705,1,1,28743,606,0,0,-1,-19988,72,628,0,0,0
AI,455,-10664,1,1,29379,606,0,0,0,-19988,2,592,0,0,0
AI,456,-10694,1,1,23194,674,0,0,0,-19988,3,506,0,0,0
AI,457,-10788,1,1,32767,600,0,0,0,-19988,2,511,0,0,0
AI,458,-10935,1,1,32767,605,0,0,0,-19988,3,569,0,0,0
AI,459,-11125,1,1,22343,595,0,0,0,-19988,13,664,0,0,0
AI,460,-11343,1,1,32767,685,0,0,0,-19988,5,609,0,0,0
AI,461,-11572,1,1,21308,685,0,0,0,-19988,121,642,0,0,0
AI,462,-11796,1,1,26989,600,0,0,0,-19988,73,623,0,0,0
AI,463,-11996,1,1,21458,606,0,0,0,-19988,81,869,0,0,0
AI,464,-12155,1,1,32767,810,0,0,0,-19988,83,916,0,0,0
AI,465,-12254,1,1,20542,653,0,0,0,-19988,61,885,0,0,0
AI,466,-12277,1,1,32767,658,0,0,0,-19988,82,890,0,0,0
AI,467,-12208,1,1,32767,593,0,0,0,-19988,11,858,0,0,0
AI,468,-12033,1,1,32767,642,0,0,0,-19988,9,623,0,0,0
AI,469,-11741,1,1,32767,671,0,0,0,-19988,4,445,0,0,0
AI,470,-11325,1,1,32767,646,0,0,0,-19988,8,708,0,0,0
AI,471,-10777,1,1,32767,643,0,0,0,-19988,9,819,0,0,0
AI,472,-10097,1,1,21179,520,0,0,0,-19988,9,830,0,0,0
AI,473,-9286,1,1,28423,639,0,0,0,-19988,9,910,0,0,0
AI,474,-8347,1,1,6267,650,0,0,0,-19988,9,856,0,0,0
AI,475,-7288,1,1,18152,671,0,0,0,-19988,9,848,0,0,0
AI,476,-6121,1,1,15050,1023,0,0,0,-19988,11,920,0,0,0
AI,477,-4859,2,2,5099,547,0,0,1000,-15988,10,929,0,0,0
AI,478,-3519,2,2,24055,695,0,0,999,-11992,8,745,0,0,0
AI,479,-2118,2,2,25574,589,0,0,749,-8996,62,1056,0,0,0
AI,480,-676,2,2,32767,673,0,0,562,-6748,48,772,0,0,0
AI,481,785,2,2,16340,594,0,0,421,-5064,9,947,0,0,0
AI,482,2244,2,2,16035,689,0,0,316,-3800,9,840,0,0,0
AI,483,3679,2,2,9686,613,0,0,237,-2852,61,951,0,0,0
AI,484,5069,2,2,11097,840,0,0,178,-2140,49,1051,0,0,0
AI,485,6395,3,3,2118,1072,0,0,1000,1860,47,1004,0,0,0
AI,486,7638,3,3,18301,555,0,0,1000,5860,85,1306,0,0,0
AI,487,8782,3,3,29148,676,0,0,883,9392,49,1040,0,0,0
AI,488,9813,3,3,22809,894,0,0,663,12044,11,1188,0,0,0
AI,489,10720,3,3,32767,593,0,0,497,14032,47,853,0,0,0
AI,490,11496,3,3,32767,799,0,0,373,15524,49,555,0,0,0
AI,491,12137,3,3,32767,620,0,0,279,16640,83,676,0,0,0
AI,492,12641,3,3,32767,604,0,0,210,17480,62,995,0,0,0
AI,493,13012,3,3,32767,574,0,0,157,18108,84,921,0,0,0
AI,494,13253,3,3,32767,563,0,0,118,18580,11,962,0,0,0
AI,495,13374,3,3,32767,603,0,0,88,18932,2,549,0,0,0
