# task3_csv_schema=1
mode,frame_id,target_q15,truth_class,predicted_class,confidence_q15,inference_us,transport_retries,rtos_status,pwm,actuator_q15,rtos_processing_us,round_trip_us,error_code,duplicate,recovered
FIXED,0,0,2,2,21649,822,0,0,0,0,134,455,0,0,0
FIXED,1,1461,2,2,16624,621,0,0,0,0,77,784,0,0,0
FIXED,2,2900,2,2,32767,583,0,0,0,0,9,905,0,0,0
AI,0,0,2,2,21649,487,0,0,0,0,17,221,0,0,0
AI,1,1461,2,2,16624,810,0,0,0,0,74,788,0,0,0
AI,2,2900,2,2,32767,810,0,0,0,0,75,868,0,0,0
